index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,year_end,year_start,z_bias
1043,49,45,,caribbean,m_all,,,female,-99.0,,0.0049154,1990,1990,0
1044,54,50,,latin_america_andean,m_all,,,female,-99.0,,0.0057718,1990,1990,0
1045,54,50,,north_america_high_income,m_all,,,female,-99.0,,0.0041839,1990,1990,0
1046,54,50,,asia_southeast,m_all,,,female,-99.0,,0.0071162,1990,1990,0
1047,54,50,,latin_america_tropical,m_all,,,female,-99.0,,0.0055902,1990,1990,0
1048,54,50,,asia_south,m_all,,,female,-99.0,,0.0097452,1990,1990,0
1049,54,50,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0029811,1990,1990,0
1050,54,50,,latin_america_central,m_all,,,female,-99.0,,0.0054076,1990,1990,0
1051,54,50,,oceania,m_all,,,female,-99.0,,0.0155007,1990,1990,0
1052,54,50,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0117643,1990,1990,0
1053,54,50,,latin_america_southern,m_all,,,female,-99.0,,0.0046801,1990,1990,0
1054,54,50,,caribbean,m_all,,,female,-99.0,,0.0072561,1990,1990,0
1055,54,50,,europe_central,m_all,,,female,-99.0,,0.0049934,1990,1990,0
1056,54,50,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0095014,1990,1990,0
1057,54,50,,australasia,m_all,,,female,-99.0,,0.0033798,1990,1990,0
1058,54,50,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0085161,1990,1990,0
1059,54,50,,europe_western,m_all,,,female,-99.0,,0.003275,1990,1990,0
1060,54,50,,europe_eastern,m_all,,,female,-99.0,,0.0054349,1990,1990,0
1061,54,50,,north_africa_middle_east,m_all,,,female,-99.0,,0.0068379,1990,1990,0
1062,54,50,,asia_central,m_all,,,female,-99.0,,0.0066155,1990,1990,0
1063,54,50,,asia_east,m_all,,,female,-99.0,,0.0067903,1990,1990,0
1064,59,55,,oceania,m_all,,,female,-99.0,,0.0216024,1990,1990,0
1065,59,55,,europe_western,m_all,,,female,-99.0,,0.005105,1990,1990,0
1066,59,55,,latin_america_andean,m_all,,,female,-99.0,,0.0081445,1990,1990,0
1067,59,55,,caribbean,m_all,,,female,-99.0,,0.0105054,1990,1990,0
1068,59,55,,asia_southeast,m_all,,,female,-99.0,,0.0100504,1990,1990,0
1069,59,55,,north_america_high_income,m_all,,,female,-99.0,,0.006649,1990,1990,0
1070,59,55,,asia_east,m_all,,,female,-99.0,,0.0099793,1990,1990,0
1071,59,55,,australasia,m_all,,,female,-99.0,,0.0052417,1990,1990,0
1072,59,55,,latin_america_tropical,m_all,,,female,-99.0,,0.0084054,1990,1990,0
1073,59,55,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0152386,1990,1990,0
1074,59,55,,europe_central,m_all,,,female,-99.0,,0.0078144,1990,1990,0
1075,59,55,,asia_south,m_all,,,female,-99.0,,0.014449,1990,1990,0
1076,59,55,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0168675,1990,1990,0
1077,59,55,,latin_america_central,m_all,,,female,-99.0,,0.0077107,1990,1990,0
1078,59,55,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0128127,1990,1990,0
1079,59,55,,europe_eastern,m_all,,,female,-99.0,,0.0084593,1990,1990,0
1080,59,55,,north_africa_middle_east,m_all,,,female,-99.0,,0.0097687,1990,1990,0
1081,59,55,,latin_america_southern,m_all,,,female,-99.0,,0.0068984,1990,1990,0
1082,59,55,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0043344,1990,1990,0
1083,59,55,,asia_central,m_all,,,female,-99.0,,0.0095502,1990,1990,0
1084,64,60,,latin_america_central,m_all,,,female,-99.0,,0.0116403,1990,1990,0
1085,64,60,,europe_central,m_all,,,female,-99.0,,0.0126054,1990,1990,0
1086,64,60,,caribbean,m_all,,,female,-99.0,,0.0162116,1990,1990,0
1087,64,60,,north_america_high_income,m_all,,,female,-99.0,,0.0103133,1990,1990,0
1088,64,60,,latin_america_southern,m_all,,,female,-99.0,,0.0105024,1990,1990,0
1089,64,60,,asia_southeast,m_all,,,female,-99.0,,0.0162684,1990,1990,0
1090,64,60,,asia_south,m_all,,,female,-99.0,,0.0245142,1990,1990,0
1091,64,60,,europe_eastern,m_all,,,female,-99.0,,0.0133788,1990,1990,0
1092,64,60,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0211549,1990,1990,0
1093,64,60,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0270508,1990,1990,0
1094,64,60,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0193204,1990,1990,0
1095,64,60,,australasia,m_all,,,female,-99.0,,0.0084643,1990,1990,0
1096,64,60,,asia_east,m_all,,,female,-99.0,,0.0159136,1990,1990,0
1097,64,60,,latin_america_andean,m_all,,,female,-99.0,,0.0132673,1990,1990,0
1098,64,60,,asia_central,m_all,,,female,-99.0,,0.0154037,1990,1990,0
1099,64,60,,europe_western,m_all,,,female,-99.0,,0.0081906,1990,1990,0
1100,64,60,,oceania,m_all,,,female,-99.0,,0.0336279,1990,1990,0
1101,64,60,,latin_america_tropical,m_all,,,female,-99.0,,0.0125121,1990,1990,0
1102,64,60,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0066152,1990,1990,0
1103,64,60,,north_africa_middle_east,m_all,,,female,-99.0,,0.0158871,1990,1990,0
1104,69,65,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0109592,1990,1990,0
1105,69,65,,europe_western,m_all,,,female,-99.0,,0.0136577,1990,1990,0
1106,69,65,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0347988,1990,1990,0
1107,69,65,,latin_america_tropical,m_all,,,female,-99.0,,0.0191431,1990,1990,0
1108,69,65,,asia_central,m_all,,,female,-99.0,,0.0239893,1990,1990,0
1109,69,65,,north_america_high_income,m_all,,,female,-99.0,,0.0156105,1990,1990,0
1110,69,65,,latin_america_andean,m_all,,,female,-99.0,,0.0201533,1990,1990,0
1111,69,65,,asia_east,m_all,,,female,-99.0,,0.0256383,1990,1990,0
1112,69,65,,asia_southeast,m_all,,,female,-99.0,,0.0248471,1990,1990,0
1113,69,65,,latin_america_central,m_all,,,female,-99.0,,0.017249,1990,1990,0
1114,69,65,,north_africa_middle_east,m_all,,,female,-99.0,,0.0249526,1990,1990,0
1115,69,65,,europe_central,m_all,,,female,-99.0,,0.0214095,1990,1990,0
1116,69,65,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.039072,1990,1990,0
1117,69,65,,caribbean,m_all,,,female,-99.0,,0.0248234,1990,1990,0
1118,69,65,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0293958,1990,1990,0
1119,69,65,,australasia,m_all,,,female,-99.0,,0.0136805,1990,1990,0
1120,69,65,,oceania,m_all,,,female,-99.0,,0.050794,1990,1990,0
1121,69,65,,latin_america_southern,m_all,,,female,-99.0,,0.0160913,1990,1990,0
1122,69,65,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0307594,1990,1990,0
1123,69,65,,asia_south,m_all,,,female,-99.0,,0.0361176,1990,1990,0
1124,74,70,,australasia,m_all,,,female,-99.0,,0.0231618,1990,1990,0
1125,74,70,,latin_america_central,m_all,,,female,-99.0,,0.0270222,1990,1990,0
1126,74,70,,oceania,m_all,,,female,-99.0,,0.0778655,1990,1990,0
1127,74,70,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0551382,1990,1990,0
1128,74,70,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0485264,1990,1990,0
1129,74,70,,europe_eastern,m_all,,,female,-99.0,,0.0368982,1990,1990,0
1130,74,70,,europe_western,m_all,,,female,-99.0,,0.0231807,1990,1990,0
1131,74,70,,latin_america_andean,m_all,,,female,-99.0,,0.0333003,1990,1990,0
1132,74,70,,caribbean,m_all,,,female,-99.0,,0.0379685,1990,1990,0
1133,74,70,,europe_central,m_all,,,female,-99.0,,0.0360448,1990,1990,0
1134,74,70,,latin_america_tropical,m_all,,,female,-99.0,,0.0317834,1990,1990,0
1135,74,70,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0489919,1990,1990,0
1136,74,70,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0193991,1990,1990,0
1137,74,70,,asia_central,m_all,,,female,-99.0,,0.039771,1990,1990,0
1138,74,70,,asia_east,m_all,,,female,-99.0,,0.0437766,1990,1990,0
1139,74,70,,latin_america_southern,m_all,,,female,-99.0,,0.0265568,1990,1990,0
1140,74,70,,asia_southeast,m_all,,,female,-99.0,,0.0406524,1990,1990,0
1141,74,70,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0589975,1990,1990,0
1142,74,70,,north_africa_middle_east,m_all,,,female,-99.0,,0.0413451,1990,1990,0
1143,74,70,,north_america_high_income,m_all,,,female,-99.0,,0.0241448,1990,1990,0
1144,79,75,,north_america_high_income,m_all,,,female,-99.0,,0.0380027,1990,1990,0
1145,79,75,,asia_east,m_all,,,female,-99.0,,0.0714187,1990,1990,0
1146,79,75,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0763329,1990,1990,0
1147,79,75,,europe_western,m_all,,,female,-99.0,,0.042038,1990,1990,0
1148,79,75,,asia_southeast,m_all,,,female,-99.0,,0.0625697,1990,1990,0
1149,79,75,,latin_america_southern,m_all,,,female,-99.0,,0.0469984,1990,1990,0
1150,79,75,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.077273,1990,1990,0
1151,79,75,,asia_south,m_all,,,female,-99.0,,0.0797837,1990,1990,0
1152,79,75,,europe_eastern,m_all,,,female,-99.0,,0.0622578,1990,1990,0
1153,79,75,,latin_america_andean,m_all,,,female,-99.0,,0.0528723,1990,1990,0
1154,79,75,,asia_central,m_all,,,female,-99.0,,0.0622785,1990,1990,0
1155,79,75,,australasia,m_all,,,female,-99.0,,0.0397076,1990,1990,0
1156,79,75,,north_africa_middle_east,m_all,,,female,-99.0,,0.0655147,1990,1990,0
1157,79,75,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0721169,1990,1990,0
1158,79,75,,oceania,m_all,,,female,-99.0,,0.1131084,1990,1990,0
1159,79,75,,asia_pacific_high_income,m_all,,,female,-99.0,,0.035643,1990,1990,0
1160,79,75,,caribbean,m_all,,,female,-99.0,,0.0573367,1990,1990,0
1161,79,75,,latin_america_tropical,m_all,,,female,-99.0,,0.0521449,1990,1990,0
1162,79,75,,europe_central,m_all,,,female,-99.0,,0.063522,1990,1990,0
1163,79,75,,latin_america_central,m_all,,,female,-99.0,,0.0437073,1990,1990,0
1164,84,80,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1016874,1990,1990,0
1165,84,80,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0691386,1990,1990,0
1166,84,80,,asia_east,m_all,,,female,-99.0,,0.1126235,1990,1990,0
1167,84,80,,asia_south,m_all,,,female,-99.0,,0.1131382,1990,1990,0
1168,84,80,,latin_america_tropical,m_all,,,female,-99.0,,0.0850993,1990,1990,0
1169,84,80,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.1162611,1990,1990,0
1170,84,80,,latin_america_southern,m_all,,,female,-99.0,,0.0830436,1990,1990,0
1171,84,80,,caribbean,m_all,,,female,-99.0,,0.0856671,1990,1990,0
1172,84,80,,oceania,m_all,,,female,-99.0,,0.1582272,1990,1990,0
1173,84,80,,north_america_high_income,m_all,,,female,-99.0,,0.0638603,1990,1990,0
1174,84,80,,australasia,m_all,,,female,-99.0,,0.0693564,1990,1990,0
1175,84,80,,europe_central,m_all,,,female,-99.0,,0.1109763,1990,1990,0
1176,84,80,,asia_central,m_all,,,female,-99.0,,0.0953402,1990,1990,0
1177,84,80,,latin_america_andean,m_all,,,female,-99.0,,0.0818879,1990,1990,0
1178,84,80,,europe_western,m_all,,,female,-99.0,,0.0774148,1990,1990,0
1179,84,80,,latin_america_central,m_all,,,female,-99.0,,0.0704815,1990,1990,0
1180,84,80,,europe_eastern,m_all,,,female,-99.0,,0.1071313,1990,1990,0
1181,84,80,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.113031,1990,1990,0
1182,84,80,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1031628,1990,1990,0
1183,84,80,,north_africa_middle_east,m_all,,,female,-99.0,,0.1012166,1990,1990,0
1184,89,85,,asia_central,m_all,,,female,-99.0,,0.1586564,1990,1990,0
1185,89,85,,europe_eastern,m_all,,,female,-99.0,,0.1721918,1990,1990,0
1186,89,85,,asia_pacific_high_income,m_all,,,female,-99.0,,0.1232934,1990,1990,0
1187,89,85,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.1828205,1990,1990,0
1188,89,85,,north_america_high_income,m_all,,,female,-99.0,,0.1178472,1990,1990,0
1189,89,85,,latin_america_southern,m_all,,,female,-99.0,,0.143116,1990,1990,0
1190,89,85,,asia_east,m_all,,,female,-99.0,,0.1786391,1990,1990,0
1191,89,85,,latin_america_andean,m_all,,,female,-99.0,,0.1387558,1990,1990,0
1192,89,85,,australasia,m_all,,,female,-99.0,,0.1251443,1990,1990,0
1193,89,85,,latin_america_tropical,m_all,,,female,-99.0,,0.1457198,1990,1990,0
1194,89,85,,oceania,m_all,,,female,-99.0,,0.2232805,1990,1990,0
1195,89,85,,latin_america_central,m_all,,,female,-99.0,,0.1262068,1990,1990,0
1196,89,85,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.167534,1990,1990,0
1197,89,85,,europe_western,m_all,,,female,-99.0,,0.1350013,1990,1990,0
1198,89,85,,caribbean,m_all,,,female,-99.0,,0.1407183,1990,1990,0
1199,89,85,,europe_central,m_all,,,female,-99.0,,0.176272,1990,1990,0
1200,89,85,,north_africa_middle_east,m_all,,,female,-99.0,,0.1647275,1990,1990,0
1201,89,85,,asia_south,m_all,,,female,-99.0,,0.1792105,1990,1990,0
1202,89,85,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.1784464,1990,1990,0
1203,89,85,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1653716,1990,1990,0
1204,94,90,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.2542191,1990,1990,0
1205,94,90,,asia_south,m_all,,,female,-99.0,,0.2690767,1990,1990,0
1206,94,90,,europe_eastern,m_all,,,female,-99.0,,0.2614969,1990,1990,0
1207,94,90,,europe_western,m_all,,,female,-99.0,,0.2219799,1990,1990,0
1208,94,90,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.272319,1990,1990,0
1209,94,90,,latin_america_central,m_all,,,female,-99.0,,0.2125467,1990,1990,0
1210,94,90,,latin_america_tropical,m_all,,,female,-99.0,,0.234265,1990,1990,0
1211,94,90,,europe_central,m_all,,,female,-99.0,,0.2653683,1990,1990,0
1212,94,90,,asia_east,m_all,,,female,-99.0,,0.2680731,1990,1990,0
1213,94,90,,north_america_high_income,m_all,,,female,-99.0,,0.2039008,1990,1990,0
1214,94,90,,north_africa_middle_east,m_all,,,female,-99.0,,0.2543147,1990,1990,0
1215,94,90,,asia_central,m_all,,,female,-99.0,,0.2480168,1990,1990,0
1216,94,90,,australasia,m_all,,,female,-99.0,,0.2120439,1990,1990,0
1217,94,90,,latin_america_southern,m_all,,,female,-99.0,,0.2321794,1990,1990,0
1218,94,90,,latin_america_andean,m_all,,,female,-99.0,,0.2233848,1990,1990,0
1219,94,90,,asia_pacific_high_income,m_all,,,female,-99.0,,0.2092074,1990,1990,0
1220,94,90,,asia_southeast,m_all,,,female,-99.0,,0.238385,1990,1990,0
1221,94,90,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.2569523,1990,1990,0
1222,94,90,,oceania,m_all,,,female,-99.0,,0.314837,1990,1990,0
1223,94,90,,caribbean,m_all,,,female,-99.0,,0.2266324,1990,1990,0
1224,99,95,,asia_southeast,m_all,,,female,-99.0,,0.356336,1990,1990,0
1225,99,95,,asia_south,m_all,,,female,-99.0,,0.3870001,1990,1990,0
1226,99,95,,europe_eastern,m_all,,,female,-99.0,,0.3798426,1990,1990,0
1227,99,95,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.376121,1990,1990,0
1228,99,95,,asia_pacific_high_income,m_all,,,female,-99.0,,0.330692,1990,1990,0
1229,99,95,,north_america_high_income,m_all,,,female,-99.0,,0.3263648,1990,1990,0
1230,99,95,,oceania,m_all,,,female,-99.0,,0.4253896,1990,1990,0
1231,99,95,,latin_america_central,m_all,,,female,-99.0,,0.3344493,1990,1990,0
1232,99,95,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.389326,1990,1990,0
1233,99,95,,latin_america_tropical,m_all,,,female,-99.0,,0.3553182,1990,1990,0
1234,99,95,,europe_central,m_all,,,female,-99.0,,0.3833239,1990,1990,0
1235,99,95,,latin_america_southern,m_all,,,female,-99.0,,0.354957,1990,1990,0
1236,99,95,,caribbean,m_all,,,female,-99.0,,0.3433553,1990,1990,0
1237,99,95,,europe_western,m_all,,,female,-99.0,,0.3430077,1990,1990,0
1238,99,95,,north_africa_middle_east,m_all,,,female,-99.0,,0.373463,1990,1990,0
1239,99,95,,asia_central,m_all,,,female,-99.0,,0.3678619,1990,1990,0
1240,99,95,,australasia,m_all,,,female,-99.0,,0.3342218,1990,1990,0
1241,99,95,,asia_east,m_all,,,female,-99.0,,0.38563,1990,1990,0
1242,99,95,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.3842353,1990,1990,0
1243,99,95,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.3733823,1990,1990,0
1244,101,100,,europe_western,m_all,,,female,-99.0,,0.4998518,1990,1990,0
1245,101,100,,caribbean,m_all,,,female,-99.0,,0.4965297,1990,1990,0
1246,101,100,,europe_eastern,m_all,,,female,-99.0,,0.525009,1990,1990,0
1247,101,100,,asia_southeast,m_all,,,female,-99.0,,0.5079226,1990,1990,0
1248,101,100,,asia_south,m_all,,,female,-99.0,,0.5302415,1990,1990,0
1249,101,100,,australasia,m_all,,,female,-99.0,,0.4940214,1990,1990,0
1250,101,100,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.5281538,1990,1990,0
1251,101,100,,north_africa_middle_east,m_all,,,female,-99.0,,0.5207085,1990,1990,0
1252,101,100,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.5207602,1990,1990,0
1253,101,100,,north_america_high_income,m_all,,,female,-99.0,,0.4883876,1990,1990,0
1254,101,100,,europe_central,m_all,,,female,-99.0,,0.5269527,1990,1990,0
1255,101,100,,latin_america_southern,m_all,,,female,-99.0,,0.5100615,1990,1990,0
1256,101,100,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.5313638,1990,1990,0
1257,101,100,,asia_pacific_high_income,m_all,,,female,-99.0,,0.4910184,1990,1990,0
1258,101,100,,asia_central,m_all,,,female,-99.0,,0.5165669,1990,1990,0
1259,101,100,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.5228387,1990,1990,0
1260,101,100,,oceania,m_all,,,female,-99.0,,0.5525003,1990,1990,0
1261,101,100,,latin_america_central,m_all,,,female,-99.0,,0.4940264,1990,1990,0
1262,101,100,,latin_america_tropical,m_all,,,female,-99.0,,0.5086508,1990,1990,0
1263,101,100,,latin_america_andean,m_all,,,female,-99.0,,0.4933451,1990,1990,0
1264,0,0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0397942,2005,2005,0
1265,0,0,,north_africa_middle_east,m_all,,,female,-99.0,,0.034749,2005,2005,0
1266,0,0,,asia_south,m_all,,,female,-99.0,,0.0623853,2005,2005,0
1267,0,0,,latin_america_tropical,m_all,,,female,-99.0,,0.0205738,2005,2005,0
1268,0,0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0028805,2005,2005,0
1269,0,0,,asia_southeast,m_all,,,female,-99.0,,0.024119,2005,2005,0
1270,0,0,,asia_central,m_all,,,female,-99.0,,0.0306946,2005,2005,0
1271,0,0,,caribbean,m_all,,,female,-99.0,,0.0318474,2005,2005,0
1272,0,0,,europe_central,m_all,,,female,-99.0,,0.0071395,2005,2005,0
1273,0,0,,asia_east,m_all,,,female,-99.0,,0.0155836,2005,2005,0
1274,0,0,,latin_america_central,m_all,,,female,-99.0,,0.0167513,2005,2005,0
1275,0,0,,latin_america_southern,m_all,,,female,-99.0,,0.0111064,2005,2005,0
1276,0,0,,australasia,m_all,,,female,-99.0,,0.0043738,2005,2005,0
1277,0,0,,europe_western,m_all,,,female,-99.0,,0.0036566,2005,2005,0
1278,0,0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1013736,2005,2005,0
1279,0,0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0699623,2005,2005,0
1280,0,0,,europe_eastern,m_all,,,female,-99.0,,0.011175,2005,2005,0
1281,0,0,,north_america_high_income,m_all,,,female,-99.0,,0.0060696,2005,2005,0
1282,0,0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0984358,2005,2005,0
1283,0,0,,latin_america_andean,m_all,,,female,-99.0,,0.0262469,2005,2005,0
1284,4,1,,north_africa_middle_east,m_all,,,female,-99.0,,0.0027162,2005,2005,0
1285,4,1,,europe_central,m_all,,,female,-99.0,,0.0003612,2005,2005,0
1286,4,1,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0089897,2005,2005,0
1287,4,1,,asia_southeast,m_all,,,female,-99.0,,0.0021528,2005,2005,0
1288,4,1,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0002349,2005,2005,0
1289,4,1,,europe_western,m_all,,,female,-99.0,,0.0001858,2005,2005,0
1290,4,1,,latin_america_central,m_all,,,female,-99.0,,0.001255,2005,2005,0
1291,4,1,,latin_america_southern,m_all,,,female,-99.0,,0.0004715,2005,2005,0
1292,4,1,,asia_south,m_all,,,female,-99.0,,0.0041327,2005,2005,0
1293,4,1,,australasia,m_all,,,female,-99.0,,0.0002211,2005,2005,0
1294,4,1,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0120453,2005,2005,0
1295,4,1,,asia_east,m_all,,,female,-99.0,,0.0009847,2005,2005,0
1296,4,1,,europe_eastern,m_all,,,female,-99.0,,0.0007847,2005,2005,0
1297,4,1,,caribbean,m_all,,,female,-99.0,,0.0021167,2005,2005,0
1298,4,1,,latin_america_tropical,m_all,,,female,-99.0,,0.0005725,2005,2005,0
1299,4,1,,oceania,m_all,,,female,-99.0,,0.0032181,2005,2005,0
1300,4,1,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0138116,2005,2005,0
1301,4,1,,asia_central,m_all,,,female,-99.0,,0.0026421,2005,2005,0
1302,4,1,,north_america_high_income,m_all,,,female,-99.0,,0.0002623,2005,2005,0
1303,4,1,,latin_america_andean,m_all,,,female,-99.0,,0.0023151,2005,2005,0
1304,9,5,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0020592,2005,2005,0
1305,9,5,,north_america_high_income,m_all,,,female,-99.0,,0.0001262,2005,2005,0
1306,9,5,,oceania,m_all,,,female,-99.0,,0.0007522,2005,2005,0
1307,9,5,,europe_central,m_all,,,female,-99.0,,0.0001578,2005,2005,0
1308,9,5,,north_africa_middle_east,m_all,,,female,-99.0,,0.0005329,2005,2005,0
1309,9,5,,latin_america_central,m_all,,,female,-99.0,,0.0002869,2005,2005,0
1310,9,5,,asia_east,m_all,,,female,-99.0,,0.0003055,2005,2005,0
1311,9,5,,latin_america_andean,m_all,,,female,-99.0,,0.0004986,2005,2005,0
1312,9,5,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0012335,2005,2005,0
1313,9,5,,latin_america_tropical,m_all,,,female,-99.0,,0.0002473,2005,2005,0
1314,9,5,,asia_pacific_high_income,m_all,,,female,-99.0,,9.52e-05,2005,2005,0
1315,9,5,,europe_eastern,m_all,,,female,-99.0,,0.0003495,2005,2005,0
1316,9,5,,europe_western,m_all,,,female,-99.0,,9.32e-05,2005,2005,0
1317,9,5,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0015344,2005,2005,0
1318,9,5,,australasia,m_all,,,female,-99.0,,9.48e-05,2005,2005,0
1319,9,5,,caribbean,m_all,,,female,-99.0,,0.0005093,2005,2005,0
1320,9,5,,asia_south,m_all,,,female,-99.0,,0.0013556,2005,2005,0
1321,9,5,,latin_america_southern,m_all,,,female,-99.0,,0.0001917,2005,2005,0
1322,9,5,,asia_central,m_all,,,female,-99.0,,0.0005779,2005,2005,0
1323,9,5,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0018447,2005,2005,0
1324,14,10,,asia_central,m_all,,,female,-99.0,,0.0005163,2005,2005,0
1325,14,10,,oceania,m_all,,,female,-99.0,,0.0008593,2005,2005,0
1326,14,10,,latin_america_andean,m_all,,,female,-99.0,,0.0003744,2005,2005,0
1327,14,10,,latin_america_tropical,m_all,,,female,-99.0,,0.0002721,2005,2005,0
1328,14,10,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0012179,2005,2005,0
1329,14,10,,asia_pacific_high_income,m_all,,,female,-99.0,,9.14e-05,2005,2005,0
1330,14,10,,asia_southeast,m_all,,,female,-99.0,,0.0004368,2005,2005,0
1331,14,10,,europe_central,m_all,,,female,-99.0,,0.000164,2005,2005,0
1332,14,10,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0008683,2005,2005,0
1333,14,10,,caribbean,m_all,,,female,-99.0,,0.0004589,2005,2005,0
1334,14,10,,north_america_high_income,m_all,,,female,-99.0,,0.0001427,2005,2005,0
1335,14,10,,asia_south,m_all,,,female,-99.0,,0.0009345,2005,2005,0
1336,14,10,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0012443,2005,2005,0
1337,14,10,,latin_america_central,m_all,,,female,-99.0,,0.0002961,2005,2005,0
1338,14,10,,latin_america_southern,m_all,,,female,-99.0,,0.0002111,2005,2005,0
1339,14,10,,australasia,m_all,,,female,-99.0,,9.42e-05,2005,2005,0
1340,14,10,,asia_east,m_all,,,female,-99.0,,0.0002524,2005,2005,0
1341,14,10,,north_africa_middle_east,m_all,,,female,-99.0,,0.0004926,2005,2005,0
1342,14,10,,europe_eastern,m_all,,,female,-99.0,,0.0002847,2005,2005,0
1343,14,10,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0015215,2005,2005,0
1344,19,15,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0023871,2005,2005,0
1345,19,15,,asia_east,m_all,,,female,-99.0,,0.0004246,2005,2005,0
1346,19,15,,north_africa_middle_east,m_all,,,female,-99.0,,0.0007311,2005,2005,0
1347,19,15,,asia_south,m_all,,,female,-99.0,,0.0015774,2005,2005,0
1348,19,15,,latin_america_tropical,m_all,,,female,-99.0,,0.0004708,2005,2005,0
1349,19,15,,latin_america_andean,m_all,,,female,-99.0,,0.0006013,2005,2005,0
1350,19,15,,asia_southeast,m_all,,,female,-99.0,,0.0007312,2005,2005,0
1351,19,15,,europe_central,m_all,,,female,-99.0,,0.0002821,2005,2005,0
1352,19,15,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0019725,2005,2005,0
1353,19,15,,asia_central,m_all,,,female,-99.0,,0.0008955,2005,2005,0
1354,19,15,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0026306,2005,2005,0
1355,19,15,,australasia,m_all,,,female,-99.0,,0.0002777,2005,2005,0
1356,19,15,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0001976,2005,2005,0
1357,19,15,,caribbean,m_all,,,female,-99.0,,0.0008074,2005,2005,0
1358,19,15,,north_america_high_income,m_all,,,female,-99.0,,0.0003769,2005,2005,0
1359,19,15,,europe_western,m_all,,,female,-99.0,,0.0002141,2005,2005,0
1360,19,15,,latin_america_central,m_all,,,female,-99.0,,0.000543,2005,2005,0
1361,19,15,,oceania,m_all,,,female,-99.0,,0.0015605,2005,2005,0
